0,  0
0.00392157,  0.000281191
0.00784314,  0.000504117
0.0117647,  0.000681789
0.0156863,  0.000824228
0.0196078,  0.000939146
0.0235294,  0.00103247
0.027451,  0.00110876
0.0313725,  0.00117152
0.0352941,  0.00122345
0.0392157,  0.00126665
0.0431373,  0.00130275
0.0470588,  0.00133301
0.0509804,  0.00135844
0.054902,  0.00137981
0.0588235,  0.00139777
0.0627451,  0.00141281
0.0666667,  0.00142534
0.0705882,  0.00143569
0.0745098,  0.00144414
0.0784314,  0.00145092
0.0823529,  0.00145621
0.0862745,  0.00146018
0.0901961,  0.00146296
0.0941176,  0.00146466
0.0980392,  0.0014654
0.101961,  0.00146526
0.105882,  0.00146431
0.109804,  0.00146262
0.113725,  0.00146025
0.117647,  0.00145725
0.121569,  0.00145368
0.12549,  0.00144956
0.129412,  0.00144494
0.133333,  0.00143986
0.137255,  0.00143433
0.141176,  0.0014284
0.145098,  0.00142209
0.14902,  0.00141541
0.152941,  0.00140839
0.156863,  0.00140106
0.160784,  0.00139342
0.164706,  0.00138549
0.168627,  0.00137729
0.172549,  0.00136884
0.176471,  0.00136014
0.180392,  0.0013512
0.184314,  0.00134205
0.188235,  0.00133269
0.192157,  0.00132312
0.196078,  0.00131337
0.2,  0.00130343
0.203922,  0.00129331
0.207843,  0.00128303
0.211765,  0.00127259
0.215686,  0.00126199
0.219608,  0.00125125
0.223529,  0.00124036
0.227451,  0.00122934
0.231373,  0.00121818
0.235294,  0.00120691
0.239216,  0.00119551
0.243137,  0.00118399
0.247059,  0.00117236
0.25098,  0.00116063
0.254902,  0.00114879
0.258824,  0.00113685
0.262745,  0.00112481
0.266667,  0.00111269
0.270588,  0.00110047
0.27451,  0.00108816
0.278431,  0.00107577
0.282353,  0.0010633
0.286275,  0.00105076
0.290196,  0.00103813
0.294118,  0.00102544
0.298039,  0.00101267
0.301961,  0.00099984
0.305882,  0.000986943
0.309804,  0.000973982
0.313725,  0.000960961
0.317647,  0.000947882
0.321569,  0.000934747
0.32549,  0.000921557
0.329412,  0.000908316
0.333333,  0.000895024
0.337255,  0.000881685
0.341176,  0.0008683
0.345098,  0.000854871
0.34902,  0.000841399
0.352941,  0.000827888
0.356863,  0.000814339
0.360784,  0.000800754
0.364706,  0.000787134
0.368627,  0.000773483
0.372549,  0.000759801
0.376471,  0.000746091
0.380392,  0.000732356
0.384314,  0.000718596
0.388235,  0.000704815
0.392157,  0.000691015
0.396078,  0.000677198
0.4,  0.000663366
0.403922,  0.000649523
0.407843,  0.00063567
0.411765,  0.000621812
0.415686,  0.00060795
0.419608,  0.000594088
0.423529,  0.00058023
0.427451,  0.000566379
0.431373,  0.000552539
0.435294,  0.000538715
0.439216,  0.000524911
0.443137,  0.000511132
0.447059,  0.000497384
0.45098,  0.000483673
0.454902,  0.000470006
0.458824,  0.00045639
0.462745,  0.000442833
0.466667,  0.000429346
0.470588,  0.000415937
0.47451,  0.000402618
0.478431,  0.000389403
0.482353,  0.000376306
0.486275,  0.000363344
0.490196,  0.000350535
0.494118,  0.000337901
0.498039,  0.000325466
0.501961,  0.000313257
0.505882,  0.000301307
0.509804,  0.000289652
0.513725,  0.000278332
0.517647,  0.000267395
0.521569,  0.000256894
0.52549,  0.000246889
0.529412,  0.000237448
0.533333,  0.000228645
0.537255,  0.000220561
0.541176,  0.000213283
0.545098,  0.0002069
0.54902,  0.000201503
0.552941,  0.000197178
0.556863,  0.000194001
0.560784,  0.000192033
0.564706,  0.000191318
0.568627,  0.000191874
0.572549,  0.000193694
0.576471,  0.000196748
0.580392,  0.000200984
0.584314,  0.000206332
