0,  0.272205,  0.272205,  0.272205
0.0274929,  0.272652,  0.272795,  0.272838
0.0549857,  0.273988,  0.274559,  0.27473
0.0824786,  0.276203,  0.277482,  0.277854
0.109971,  0.279278,  0.281539,  0.28217
0.137464,  0.283188,  0.286694,  0.287625
0.164957,  0.287901,  0.292906,  0.294151
0.19245,  0.293379,  0.300122,  0.301672
0.219943,  0.299579,  0.308283,  0.310103
0.247436,  0.306453,  0.317323,  0.319356
0.274929,  0.31395,  0.327172,  0.329335
0.302422,  0.322012,  0.337754,  0.339944
0.329914,  0.330584,  0.348989,  0.351085
0.357407,  0.339603,  0.360795,  0.362662
0.3849,  0.349011,  0.373089,  0.374578
0.412393,  0.358745,  0.385786,  0.38674
0.439886,  0.368746,  0.398802,  0.39906
0.467379,  0.378956,  0.412056,  0.41145
0.494872,  0.389317,  0.425469,  0.423834
0.522365,  0.399778,  0.438965,  0.436136
0.549857,  0.410288,  0.452473,  0.44829
0.57735,  0.420802,  0.465928,  0.460237
0.604843,  0.43128,  0.479271,  0.471924
0.632336,  0.441685,  0.492446,  0.483307
0.659829,  0.451984,  0.505409,  0.494348
0.687322,  0.462151,  0.518117,  0.505017
0.714815,  0.472163,  0.530536,  0.51529
0.742307,  0.482001,  0.542639,  0.525151
0.7698,  0.49165,  0.554402,  0.534588
0.797293,  0.501098,  0.565809,  0.543595
0.824786,  0.510336,  0.576848,  0.55217
0.852279,  0.519359,  0.58751,  0.560316
0.879772,  0.528164,  0.597793,  0.568039
0.907265,  0.536748,  0.607694,  0.575348
0.934758,  0.545113,  0.617218,  0.582253
0.96225,  0.553258,  0.626369,  0.588768
0.989743,  0.561189,  0.635154,  0.594907
1.01724,  0.568907,  0.643582,  0.600685
1.04473,  0.576418,  0.651663,  0.606118
1.07222,  0.583727,  0.659407,  0.611224
1.09971,  0.590839,  0.666827,  0.616019
1.12721,  0.597761,  0.673935,  0.620519
1.1547,  0.604499,  0.680745,  0.624742
1.18219,  0.611059,  0.687269,  0.628705
1.20969,  0.617448,  0.693521,  0.632423
1.23718,  0.623673,  0.699514,  0.635913
1.26467,  0.62974,  0.705262,  0.639191
1.29216,  0.635658,  0.710778,  0.642271
1.31966,  0.641432,  0.716075,  0.645168
1.34715,  0.64707,  0.721167,  0.647898
1.37464,  0.65258,  0.726066,  0.650473
1.40214,  0.657967,  0.730785,  0.652907
1.42963,  0.663239,  0.735335,  0.655215
1.45712,  0.668403,  0.739731,  0.657408
1.48461,  0.673467,  0.743982,  0.659499
1.51211,  0.678437,  0.7481,  0.661501
1.5396,  0.68332,  0.752097,  0.663425
1.56709,  0.688124,  0.755983,  0.665284
1.59459,  0.692856,  0.759768,  0.667088
1.62208,  0.697522,  0.763463,  0.668849
1.64957,  0.70213,  0.767076,  0.670578
1.67707,  0.706686,  0.770617,  0.672287
1.70456,  0.711197,  0.774094,  0.673985
1.73205,  0.715671,  0.777514,  0.675684
1.75954,  0.720112,  0.780887,  0.677396
1.78704,  0.724529,  0.784218,  0.67913
1.81453,  0.728926,  0.787516,  0.6809
1.84202,  0.733311,  0.790788,  0.682719
1.86952,  0.737689,  0.794041,  0.6846
1.89701,  0.742067,  0.797282,  0.68656
1.9245,  0.746452,  0.800521,  0.68862
1.95199,  0.750855,  0.803766,  0.690803
1.97949,  0.755285,  0.807029,  0.69314
2.00698,  0.759758,  0.810323,  0.695669
2.03447,  0.764292,  0.813663,  0.698439
2.06197,  0.768911,  0.817068,  0.701516
2.08946,  0.773644,  0.820564,  0.704983
2.11695,  0.778524,  0.824178,  0.708944
2.14444,  0.783575,  0.827949,  0.713519
2.17194,  0.788786,  0.831919,  0.718816
2.19943,  0.794054,  0.836133,  0.724862
2.22692,  0.799116,  0.840619,  0.731475
2.25442,  0.803539,  0.845362,  0.738163
2.28191,  0.80693,  0.850273,  0.744246
2.3094,  0.809249,  0.855215,  0.749257
2.33689,  0.810853,  0.860054,  0.753199
2.36439,  0.812216,  0.86471,  0.75638
2.39188,  0.813679,  0.869155,  0.759131
2.41937,  0.815411,  0.873395,  0.76168
2.44687,  0.817464,  0.877447,  0.764152
2.47436,  0.819833,  0.881335,  0.766606
2.50185,  0.822486,  0.885081,  0.769066
2.52934,  0.825388,  0.888709,  0.771537
2.55684,  0.828505,  0.892238,  0.774019
2.58433,  48173.3,  8229.57,  9985.17
2.61182,  inf,  inf,  inf
2.63932,  nan,  nan,  nan
2.66681,  nan,  nan,  nan
2.6943,  nan,  nan,  nan
2.72179,  nan,  nan,  nan
2.74929,  nan,  nan,  nan
2.77678,  nan,  nan,  nan
2.80427,  nan,  nan,  nan
2.83177,  nan,  nan,  nan
2.85926,  nan,  nan,  nan
2.88675,  nan,  nan,  nan
2.91424,  nan,  nan,  nan
2.94174,  nan,  nan,  nan
2.96923,  nan,  nan,  nan
2.99672,  nan,  nan,  nan
3.02422,  nan,  nan,  nan
3.05171,  nan,  nan,  nan
3.0792,  nan,  nan,  nan
3.10669,  nan,  nan,  nan
3.13419,  nan,  nan,  nan
3.16168,  nan,  nan,  nan
3.18917,  nan,  nan,  nan
3.21667,  nan,  nan,  nan
3.24416,  nan,  nan,  nan
3.27165,  nan,  nan,  nan
3.29914,  nan,  nan,  nan
3.32664,  nan,  nan,  nan
3.35413,  nan,  nan,  nan
3.38162,  nan,  nan,  nan
3.40912,  nan,  nan,  nan
3.43661,  nan,  nan,  nan
3.4641,  nan,  nan,  nan
3.49159,  nan,  nan,  nan
3.51909,  nan,  nan,  nan
3.54658,  nan,  nan,  nan
3.57407,  nan,  nan,  nan
3.60157,  nan,  nan,  nan
3.62906,  nan,  nan,  nan
3.65655,  nan,  nan,  nan
3.68404,  nan,  nan,  nan
3.71154,  nan,  nan,  nan
3.73903,  nan,  nan,  nan
3.76652,  nan,  nan,  nan
3.79402,  nan,  nan,  nan
3.82151,  nan,  nan,  nan
3.849,  nan,  nan,  nan
3.87649,  nan,  nan,  nan
3.90399,  nan,  nan,  nan
3.93148,  nan,  nan,  nan
3.95897,  nan,  nan,  nan
3.98647,  nan,  nan,  nan
4.01396,  nan,  nan,  nan
4.04145,  nan,  nan,  nan
4.06894,  nan,  nan,  nan
4.09644,  nan,  nan,  nan
4.12393,  nan,  nan,  nan
4.15142,  nan,  nan,  nan
4.17892,  nan,  nan,  nan
4.20641,  nan,  nan,  nan
4.2339,  nan,  nan,  nan
4.26139,  nan,  nan,  nan
4.28889,  nan,  nan,  nan
4.31638,  nan,  nan,  nan
4.34387,  nan,  nan,  nan
4.37137,  nan,  nan,  nan
4.39886,  nan,  nan,  nan
4.42635,  nan,  nan,  nan
4.45384,  nan,  nan,  nan
4.48134,  nan,  nan,  nan
4.50883,  nan,  nan,  nan
4.53632,  nan,  nan,  nan
4.56382,  nan,  nan,  nan
4.59131,  nan,  nan,  nan
4.6188,  nan,  nan,  nan
4.6463,  nan,  nan,  nan
4.67379,  nan,  nan,  nan
4.70128,  nan,  nan,  nan
4.72877,  nan,  nan,  nan
4.75627,  nan,  nan,  nan
4.78376,  nan,  nan,  nan
4.81125,  nan,  nan,  nan
4.83875,  nan,  nan,  nan
4.86624,  nan,  nan,  nan
4.89373,  nan,  nan,  nan
4.92122,  nan,  nan,  nan
4.94872,  nan,  nan,  nan
4.97621,  nan,  nan,  nan
5.0037,  nan,  nan,  nan
5.0312,  nan,  nan,  nan
5.05869,  nan,  nan,  nan
5.08618,  nan,  nan,  nan
5.11367,  nan,  nan,  nan
5.14117,  nan,  nan,  nan
5.16866,  nan,  nan,  nan
5.19615,  nan,  nan,  nan
5.22365,  nan,  nan,  nan
5.25114,  nan,  nan,  nan
5.27863,  nan,  nan,  nan
5.30612,  nan,  nan,  nan
5.33362,  nan,  nan,  nan
5.36111,  nan,  nan,  nan
5.3886,  nan,  nan,  nan
5.4161,  nan,  nan,  nan
5.44359,  nan,  nan,  nan
5.47108,  nan,  nan,  nan
5.49857,  nan,  nan,  nan
5.52607,  nan,  nan,  nan
5.55356,  nan,  nan,  nan
5.58105,  nan,  nan,  nan
5.60855,  nan,  nan,  nan
5.63604,  nan,  nan,  nan
5.66353,  nan,  nan,  nan
5.69102,  nan,  nan,  nan
5.71852,  nan,  nan,  nan
5.74601,  nan,  nan,  nan
5.7735,  nan,  nan,  nan
5.801,  nan,  nan,  nan
5.82849,  nan,  nan,  nan
5.85598,  nan,  nan,  nan
5.88347,  nan,  nan,  nan
5.91097,  nan,  nan,  nan
5.93846,  nan,  nan,  nan
5.96595,  nan,  nan,  nan
5.99345,  nan,  nan,  nan
6.02094,  nan,  nan,  nan
6.04843,  nan,  nan,  nan
6.07592,  nan,  nan,  nan
6.10342,  nan,  nan,  nan
6.13091,  nan,  nan,  nan
6.1584,  nan,  nan,  nan
6.1859,  nan,  nan,  nan
6.21339,  nan,  nan,  nan
6.24088,  nan,  nan,  nan
6.26837,  nan,  nan,  nan
6.29587,  nan,  nan,  nan
6.32336,  nan,  nan,  nan
6.35085,  nan,  nan,  nan
6.37835,  nan,  nan,  nan
6.40584,  nan,  nan,  nan
6.43333,  nan,  nan,  nan
6.46082,  nan,  nan,  nan
6.48832,  nan,  nan,  nan
6.51581,  nan,  nan,  nan
6.5433,  nan,  nan,  nan
6.5708,  nan,  nan,  nan
6.59829,  nan,  nan,  nan
6.62578,  nan,  nan,  nan
6.65327,  nan,  nan,  nan
6.68077,  nan,  nan,  nan
6.70826,  nan,  nan,  nan
6.73575,  nan,  nan,  nan
6.76325,  nan,  nan,  nan
6.79074,  nan,  nan,  nan
6.81823,  nan,  nan,  nan
6.84572,  nan,  nan,  nan
6.87322,  nan,  nan,  nan
6.90071,  nan,  nan,  nan
6.9282,  nan,  nan,  nan
6.9557,  nan,  nan,  nan
6.98319,  nan,  nan,  nan
7.01068,  nan,  nan,  nan
7.03817,  nan,  nan,  nan
7.06567,  nan,  nan,  nan
7.09316,  nan,  nan,  nan
7.12065,  nan,  nan,  nan
7.14815,  nan,  nan,  nan
7.17564,  nan,  nan,  nan
7.20313,  nan,  nan,  nan
7.23062,  nan,  nan,  nan
7.25812,  nan,  nan,  nan
7.28561,  nan,  nan,  nan
7.3131,  nan,  nan,  nan
7.3406,  nan,  nan,  nan
7.36809,  nan,  nan,  nan
7.39558,  nan,  nan,  nan
7.42307,  nan,  nan,  nan
7.45057,  nan,  nan,  nan
7.47806,  nan,  nan,  nan
7.50555,  nan,  nan,  nan
7.53305,  nan,  nan,  nan
7.56054,  nan,  nan,  nan
7.58803,  nan,  nan,  nan
7.61552,  nan,  nan,  nan
7.64302,  nan,  nan,  nan
7.67051,  nan,  nan,  nan
7.698,  nan,  nan,  nan
7.7255,  nan,  nan,  nan
7.75299,  nan,  nan,  nan
7.78048,  nan,  nan,  nan
7.80798,  nan,  nan,  nan
7.83547,  nan,  nan,  nan
7.86296,  nan,  nan,  nan
7.89045,  nan,  nan,  nan
7.91795,  nan,  nan,  nan
7.94544,  nan,  nan,  nan
7.97293,  nan,  nan,  nan
8.00043,  nan,  nan,  nan
8.02792,  nan,  nan,  nan
8.05541,  nan,  nan,  nan
8.0829,  nan,  nan,  nan
8.1104,  nan,  nan,  nan
8.13789,  nan,  nan,  nan
8.16538,  nan,  nan,  nan
8.19288,  nan,  nan,  nan
8.22037,  nan,  nan,  nan
8.24786,  nan,  nan,  nan
8.27535,  nan,  nan,  nan
8.30285,  nan,  nan,  nan
8.33034,  nan,  nan,  nan
8.35783,  nan,  nan,  nan
8.38533,  nan,  nan,  nan
8.41282,  nan,  nan,  nan
8.44031,  nan,  nan,  nan
8.4678,  nan,  nan,  nan
8.4953,  nan,  nan,  nan
8.52279,  nan,  nan,  nan
8.55028,  nan,  nan,  nan
8.57778,  nan,  nan,  nan
8.60527,  nan,  nan,  nan
8.63276,  nan,  nan,  nan
8.66025,  nan,  nan,  nan
8.68775,  nan,  nan,  nan
8.71524,  nan,  nan,  nan
8.74273,  nan,  nan,  nan
8.77023,  nan,  nan,  nan
8.79772,  nan,  nan,  nan
8.82521,  nan,  nan,  nan
8.8527,  nan,  nan,  nan
8.8802,  nan,  nan,  nan
8.90769,  nan,  nan,  nan
8.93518,  nan,  nan,  nan
8.96268,  nan,  nan,  nan
8.99017,  nan,  nan,  nan
9.01766,  nan,  nan,  nan
9.04515,  nan,  nan,  nan
9.07265,  nan,  nan,  nan
9.10014,  nan,  nan,  nan
9.12763,  nan,  nan,  nan
9.15513,  nan,  nan,  nan
9.18262,  nan,  nan,  nan
9.21011,  nan,  nan,  nan
9.2376,  nan,  nan,  nan
9.2651,  nan,  nan,  nan
9.29259,  nan,  nan,  nan
9.32008,  nan,  nan,  nan
9.34758,  nan,  nan,  nan
9.37507,  nan,  nan,  nan
9.40256,  nan,  nan,  nan
9.43005,  nan,  nan,  nan
9.45755,  nan,  nan,  nan
9.48504,  nan,  nan,  nan
9.51253,  nan,  nan,  nan
9.54003,  nan,  nan,  nan
9.56752,  nan,  nan,  nan
9.59501,  nan,  nan,  nan
9.6225,  nan,  nan,  nan
9.65,  nan,  nan,  nan
9.67749,  nan,  nan,  nan
9.70498,  nan,  nan,  nan
9.73248,  nan,  nan,  nan
9.75997,  nan,  nan,  nan
9.78746,  nan,  nan,  nan
9.81495,  nan,  nan,  nan
9.84245,  nan,  nan,  nan
9.86994,  nan,  nan,  nan
9.89743,  nan,  nan,  nan
9.92493,  nan,  nan,  nan
9.95242,  nan,  nan,  nan
9.97991,  nan,  nan,  nan
