0,  0.268609,  0.268609,  0.268609
0.11547,  0.268723,  0.268733,  0.268724
0.23094,  0.269064,  0.269106,  0.269071
0.34641,  0.269632,  0.269725,  0.269645
0.46188,  0.270425,  0.270587,  0.270445
0.57735,  0.271441,  0.271688,  0.271466
0.69282,  0.272679,  0.273021,  0.272703
0.80829,  0.274134,  0.274579,  0.27415
0.92376,  0.275803,  0.276356,  0.275798
1.03923,  0.277684,  0.278343,  0.27764
1.1547,  0.279771,  0.28053,  0.279668
1.27017,  0.28206,  0.282907,  0.281871
1.38564,  0.284548,  0.285464,  0.284242
1.50111,  0.287227,  0.288192,  0.286769
1.61658,  0.290095,  0.291078,  0.289444
1.73205,  0.293146,  0.294114,  0.292257
1.84752,  0.296374,  0.297288,  0.295198
1.96299,  0.299775,  0.300591,  0.298258
2.07846,  0.303343,  0.304012,  0.301429
2.19393,  0.307075,  0.307543,  0.304703
2.3094,  0.310964,  0.311174,  0.308071
2.42487,  0.315008,  0.314898,  0.311527
2.54034,  0.319201,  0.318707,  0.315064
2.65581,  0.323541,  0.322595,  0.318678
2.77128,  0.328023,  0.326555,  0.322362
2.88675,  0.332644,  0.330583,  0.326112
3.00222,  0.337402,  0.334672,  0.329925
3.11769,  0.342294,  0.338821,  0.333797
3.23316,  0.347318,  0.343024,  0.337726
3.34863,  0.352472,  0.34728,  0.341708
3.4641,  0.357755,  0.351588,  0.345744
3.57957,  0.363166,  0.355945,  0.349831
3.69504,  0.368704,  0.360351,  0.353968
3.81051,  0.374369,  0.364806,  0.358154
3.92598,  0.380161,  0.369311,  0.362389
4.04145,  0.38608,  0.373866,  0.366672
4.15692,  0.392126,  0.378474,  0.371004
4.27239,  0.398301,  0.383135,  0.375383
4.38786,  0.404605,  0.387852,  0.379809
4.50333,  0.411039,  0.392628,  0.384282
4.6188,  0.417605,  0.397466,  0.388802
4.73427,  0.424304,  0.402369,  0.393367
4.84974,  0.431138,  0.40734,  0.397977
4.96521,  0.438107,  0.412383,  0.402631
5.08068,  0.445214,  0.417502,  0.407327
5.19615,  0.45246,  0.422701,  0.412063
5.31162,  0.459846,  0.427983,  0.416838
5.42709,  0.467375,  0.433353,  0.421648
5.54256,  0.475047,  0.438814,  0.426491
5.65803,  0.482863,  0.444372,  0.431364
5.7735,  0.490825,  0.450028,  0.436262
5.88897,  0.498933,  0.455788,  0.441181
6.00444,  0.507187,  0.461655,  0.446116
6.11991,  0.515588,  0.467631,  0.451061
6.23538,  0.524135,  0.47372,  0.45601
6.35085,  0.532827,  0.479925,  0.460955
6.46632,  0.541663,  0.486248,  0.465889
6.58179,  0.550641,  0.49269,  0.470804
6.69726,  0.55976,  0.499256,  0.475691
6.81273,  0.56902,  0.505957,  0.480546
6.9282,  0.578736,  0.51295,  0.485583
7.04367,  0.60158,  0.560516,  0.503412
7.15914,  0.687725,  0.63584,  0.574337
7.27461,  0.871642,  1.01717,  1.03534
7.39008,  3469.45,  3109.62,  2238.44
7.50555,  4.83389e+52,  8.28667e+52,  3.09664e+52
7.62102,  nan,  nan,  nan
7.73649,  nan,  nan,  nan
7.85196,  nan,  nan,  nan
7.96743,  nan,  nan,  nan
8.0829,  nan,  nan,  nan
8.19837,  nan,  nan,  nan
8.31384,  nan,  nan,  nan
8.42931,  nan,  nan,  nan
8.54478,  nan,  nan,  nan
8.66025,  nan,  nan,  nan
8.77572,  nan,  nan,  nan
8.89119,  nan,  nan,  nan
9.00666,  nan,  nan,  nan
9.12213,  nan,  nan,  nan
9.2376,  nan,  nan,  nan
9.35307,  nan,  nan,  nan
9.46854,  nan,  nan,  nan
9.58401,  nan,  nan,  nan
9.69948,  nan,  nan,  nan
9.81495,  nan,  nan,  nan
9.93042,  nan,  nan,  nan
